"year","country","state","city","shape","duration..seconds.","comments"
1955,"us","ny","new york city (brooklyn)","light","300","TWO BRIGHT STAR SHAPE OBJECTS AT 700PM GOING FROM SOUTH SKI TO THE NORTH AT HIGH  SPEEDS NO SOUND"
1958,"us","mi","howell","cigar","45","Large glowing object that seemed to be  landing&#33&#33"
1965,"us","il","chicago","oval","3900","Object hovered over electric transformer for a few minutes&#44 then quietly move over us. No sound. Aprox size of basketball held at arms"
1967,"us","ma","andover","light","60","High altitude point of light makes high speed instantaneous 90 degree turn and  accelerates rapidly"
1969,"us","in","monroe","sphere","20","Orange sphere or ball on US 27 in Monroe&#44 In at Coppus Corners"
1965,"us","la","metairie","circle","20","Two circular objects/craft&#44 luminous on their outer perimeters&#44 flying in a staggered formation&#44 sighted above back yard residence."
1960,"us","nc","winston-salem","cigar","20","It was on a Full Moonlit night&#44 while snowsledding&#44 a friend called to me and said &#44 &quot;look Bill&#44 what in the world is that?&quot;"
1962,"us","nc","fayetteville","circle","900","it was a silver color&#44 i just went to bed&#44 and i seen colored lights coming through my window. i looked out my window&#44 and seen the rou"
1967,"us","ct","meriden","unknown","360","Light on a dimmer switch"
1963,"us","nj","cape may court house","unknown","240","This incident happened in the early 60&#39s and I still remember it like it happened yesterday. It scared the crap out of me&#33&#33&#33"
1961,"us","ca","lancaster","disk","180","Brilliant&#44silver disk. 50 to 55 degree angle of sight. Appears to be stationary in sky.Smaller object 1/8 the size of larger&#44same color"
1967,"us","or","lakeview","other","2100","WE SAW A QUARTER MOON  SHAPED&#44 CREAM COLORED GLOW WITH WHITE PORTHOLE LIGHTS ON BOTH SIDES"
1961,"us","tx","panhandle","diamond","7200","Texas Panhandle Nuke site"
1968,"us","mi","ironwood","sphere","1200","A small UFO we chased in a Piper Cherokee plane.  Object led us in a circle then passed below us."
1956,"us","ca","petaluma","oval","1800","Objects were several thousand feet in altitude and bounced around the sky basically overhead.  I was 17 years old at the time.  The Pet"
1962,"us","wa","snohomish","diamond","1500","I saw a UFO shoot incredibly fast and straight across large areas of the sky and then stop instantly at a new location."
1964,"us","ok","bristow","","60","Childhood vision of a gray."
1967,"us","ca","whittier","oval","2","Two observers witnessed 500-foot long oval craft  with lighted porthole windows flying low over Whittier."
1968,"us","ny","new york city","disk","120","I remember it so well to this day.  I was in class getting ready for the day&#39s dismissal time at 3 pm.  All of us had our coats on and"
1969,"us","ne","omaha","oval","30","Football shaped glowing orange light drifts straight across sky&#44 west to east&#44  to the top of a very tall TV tower and then disappears"
1969,"us","il","oak lawn","disk","1800","2 Large UFOs seen by my brother and his driving instructor"
1969,"us","nj","perth amboy","light","120","While observing Venus through telescopes&#44 my friend and I saw several lights at high altitude that were able to come to complete stops&#44"
1960,"us","tx","houston","triangle","10800","saw in sky made no noise lots of flashing lights observed with telescope"
1968,"us","co","alamosa","sphere","90","I exited my mobile home east of Alamosa at 11:00AM  I was carrying a camera because I was teaching Photo Journalism at the local colleg"
1957,"us","ca","los angeles","formation","900","I was 11 years old and my family and I were at a kite flying contest in a park . About 7 silver saucer shaped ships hovered over the pa"
1957,"us","ca","los angeles","disk","900","There were about 5-7 saucers&#44 gray color in a V shape form&#44 a mass sighting of about 200 or more people."
1962,"us","oh","camden","sphere","600","Large &quot;sphere&quot; shaped object sighted hovering with an up and down motion."
1963,"us","wa","normandy park","cylinder","300","Pencil-like objects seen flying over the water."
1965,"us","ga","jonesboro","disk","300","flat transparent disk rolling end over end&#44 across the clear blue sky&#44 northeast to southwest"
1965,"us","me","waterville","egg","600","i dont remember going to my room but when i woke up i went to the site at the end of the drive hidden by the high pile of snow and ther"
1966,"us","md","childs","circle","20","we were driving down the road i look up to the sky&#44 sun was out but&#44there was some clouds around&#44 a big round silver shape was comeing"
1966,"us","mi","st joseph","light","300","3 bright lights over Lake Michigan late 1960s"
1967,"us","tx","san angelo","circle","3600","Why would the Air Force sent a photo-recon jet to look at a weather balloon?"
1967,"us","oh","norwalk","cigar","120","Grey Banana W/O lights or sound"
1969,"us","wa","oroville","cross","120","3 to 4 ft long&#44gun metal color&#44very load shook home and us&#44could sit still above us&#44was seen two years"
1969,"us","ok","little axe","cigar","60","Object&#44 time loss&#44 body marks&#44"
1966,"us","ct","north stonington","disk","10","I saw something strange"
1966,"us","nj","elizabeth","chevron","60","Silvery chevron moves across the sky and fades out of sight"
1967,"us","il","galesburg","oval","180","Close encounter with saucer shaped object."
1956,"us","md","bowie","disk","900","Unusual object seen from different viewpoints."
1966,"us","mi","hillsdale","disk","3600","Hillsdale Michigan&#44 large metallic disc shaped object hovered for close to an hour."
1967,"us","ky","hickman","formation","1200","6 objects disappear and reappear jumping about 5 miles of airspace to dodge an airplane."
1956,"us","mn","hampton","sphere","120","Commuting home from work during an ice storm I encountered a UFO."
1966,"us","tx","el paso","oval","20","Silent UFO hovered right above 5 kids."
1966,"us","wa","auburn","cigar","60","I witnessed a cigar-shaped object being &quot;chased&quot; by a military jet aircraft at dusk."
1964,"us","ca","cherry valley","circle","1200","Little girl wakes up to lights and sees UFO."
1966,"us","il","roscoe","chevron","2700","Multiple craft over Northern Illinois interacting with each other."
1964,"us","va","fries","cylinder","1800","no sound moved slow into the west wind. heavy iron metal  11am sunny day march windfrom west"
1962,"us","pa","shenandoah","light","45","3 lights in formation from the moon"
1966,"us","mi","dearborn","chevron","7200","Sighted&#44 followed and was followed by space craft and then had and still have lump in earlobe."
1966,"us","mi","dearborn","oval","1200","Sighted&#44 followed and was followed by spacecraft."
1962,"us","ut","wendover","disk","900","MY BROTHER IN LAW WHO IS FROM VANCOUVER BC. AND HAS DUAL PASSPORT WAS IN WEST WENDOVER FOR GAMBLING PURPOSES.HAVING BEEN IN THE US.NAVY"
1967,"us","la","oak grove","unknown","1800","My girlfriend and I were having a romantic evening in the front seat of my car one evening.  I looked across a field that lay in front"
1957,"us","la","jena","sphere","900","Heading S. in my car on two lane highway entering Jena LA saw UFO&#39s to the S.E. many cars stopped to abserve"
1962,"us","nc","clayton","","1800","Oh My God&#33&#33&#33 I thought that it was just me&#44 I was afraid to ask my neighbors if they had heard what I had heard on the evening of 2/27/"
1953,"us","ia","chariton","other","600","&quot; Flying Wing Before It&#39s Time &quot;"
1963,"us","pa","russellton","sphere","600","UFO was seen back in the 1963 near Russellton PA"
1967,"us","tn","nashville","disk","1200","11 young adults sighted dark &quot;kakhi disk or saucer above treetops&#44 daytime; followed in [car] as it [spiraled] away."
1953,"us","ma","haverhill","chevron","2","Historical account&#44 Haverhill MA"
1953,"us","ma","cambridge","sphere","180","Two red-orange lights skirted Boston rooftops in opposite directions&#44 then went over my dormitory in tandem."
1959,"us","fl","miami","sphere","2700","1959 childhood encounter with a spherical&#44 faceted object&#44 that had landed in my back yard in Miami."
1960,"us","tx","houston","other","300","Sharp right angle turn in flight direction after stopping in mid-flight"
1961,"us","pa","shenandoah","light","120","UFOs spotted coming from behind the moon"
1963,"us","az","tucson","triangle","600","Observed in western sky @ about 100 ft. flying to the south at about 10 to25 mph Flying in formation as geese would fly"
1965,"us","tx","schertz","disk","15","Flying Disk seen approx 150 ft above ground near Randolph AFB"
1965,"us","pa","nesquehoning","triangle","60","3 lights in a triangle over Nesquehoning&#44 PA; also reported over Shenandoah&#44 PA - April 1&#44 1965"
1966,"us","mo","richmond","disk","3600","Four Teenagers Site UFO on Country Road near Rayville&#44 Missouri in 1966."
1966,"us","ma","new braintree","circle","1800","A large red glowing &quot;plasma cloud&quot; appeared over the woods&#44 then at least 11 smaller white circular objects were seen."
1967,"us","ga","valdosta","disk","180","The craft moved about in the sky just like a hummingbird or a bee. It looked to be the size of a VW Bug."
1967,"us","nv","las vegas","light","120","pulsating white round  light that changed between white and blue"
1967,"us","fl","homestead","unknown","7200","Red lights along the side&#44 white light in front&#44  in a search-like pattern: slow over water&#44 very fast over land."
1967,"us","fl","miami (and vicinity)","other","18000","Witness tracked UFO&#39s and USAF F-4 &quot;Phantoms&quot; on radar in Florida during 1967."
1968,"us","ga","savannah","circle","600","the date above is a guess as it was many years ago - i was headed east oh hyway 80 and saw in the north east sky +/- 7 spherical lights"
1969,"us","ga","loganville","cigar","15","Cigar shaped silver object larger than schoolbus&#44 witnessed by kids and bus driver"
1968,"us","ky","scottsville","disk","600","Disk With Lights Hovering Over My Grandparents House"
1965,"us","fl","daytona beach","cigar","240","we had got off work at 11:00 that night and went for a ride in rural volusia county. we observed a large object in the sky in a direct"
1966,"us","ny","geneva","disk","60","An glowing&#44 orange colored disk moving from south to north traveled directly over my house..."
1967,"us","ny","westbury (long island)","formation","1200","Sighting April 14&#44 1967"
1952,"us","il","chicago","disk","2700","HBCCUFO CANADIAN REPORT:  1952 metallic&#44 silver round or saucer shape object."
1952,"us","tx","greenville","triangle","120","-SAW TWO SMALL 3-4 FOOT TRIANGULAR SHAPED DULL METALIC OBJECTS BELOW THE CLOUDS MOVING IN A SYNCRONIZED MANNER  ROLLING END OVER END AN"
1953,"us","ca","los angeles","fireball","5","Green fireball traveling north at a low altitude over Los Angeles"
1953,"us","ok","midwest city","fireball","900","Ball of yellow light with dancing spikes of light&#44 around the circumference-one of the spikes reached out to  me."
1959,"us","nj","mendham","disk","300","A saucer-shaped UFO hovered at eye-level about fifty feet away for five minutes&#44 then took off at great speed."
1961,"us","ok","altus","circle","1200","The object came from the sky&#44 hovered &#44 dispatched a small object&#44 it returned and then came toward us at a high rate of speed."
